brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Ρύποι(co2),Μέγεθοςζάντας,Κλάσηρύπων,Κατανάλωση,Πινακίδα,Κίνηση,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Σύνολοκατόχων,Αερόσακοι,Παράδοσηστοσπίτι,Χρηματοδότηση,Τέληκυκλοφορίας,Kilowatt,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Τιμήπολύτεκνου
Ford,Ranger,2017,Ford Ranger '17 LIMITED/ΕΓΓΥΗΣΗ,FordRangerLIMITED/ΕΓΓΥΗΣΗ'17,331421086,26.490€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2017,186.883χλμ,Πετρέλαιο,2.200cc,160bhp,Αυτόματο,Ασημί(Μεταλλικό),Δίχρωμο,Δέρμα,,,17ίντσες,Euro6,,Άγνωστο,4x4(4WD),5,5,1ημέραπριν,23,www.car.gr/331421086,"2104831994,6970923283","['Abs', 'Android auto', 'Cd player', 'Cruise control', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1,4,,,,,,,,,
Ford,Ranger,2017,Ford Ranger '17 LIMITED/ΕΓΓΥΗΣΗ,FordRangerLIMITED/ΕΓΓΥΗΣΗ'17,331421042,26.490€,Μεταχειρισμένο,Αγροτικό/Pickup,1/2017,186.883χλμ,Πετρέλαιο,2.200cc,160bhp,Αυτόματο,Ασημί(Μεταλλικό),,,,,17ίντσες,,,Άγνωστο,4x4(4WD),5,5,1ημέραπριν,135,www.car.gr/331421042,"2104831994,6970923283","['{Abs', '{Bluetooth', '{Bucket καθίσματα', '{Cd player', '{Cruise control', '{Esp', '{Hill assist', '{Immobilizer', '{Navigation - gps', '{Parktronic', '{Turbo', '{Tv\\u002Fcamera', '{Usb', '{Αγροτικό', '{Αντ\\u002Fγή με σκάφος δεκτή', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά καθίσματα', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Κοτσαδόρος', '{Μπλοκέ διαφορικό', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",1,,,,,,,,,,
AlfaRomeo,Giulietta,2017,Alfa Romeo Giulietta '17 SUPER TCT ALCANTARA/ΕΓΓΥΗΣΗ,AlfaRomeoGiuliettaSUPERTCTALCANTARA/ΕΓΓΥΗΣΗ'17,334257243,17.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2017,71.493χλμ,Πετρέλαιο,1.600cc,120bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δίχρωμο,Δέρμα-ύφασμα,,,17ίντσες,Euro6,,Άγνωστο,,5,5,1ημέραπριν,130,www.car.gr/334257243,"2104831994,6970923283","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1,8,,,,,,,,,
Isuzu,D-Max,2018,Isuzu D-Max '18 LXS ΑΥΤΟΜΑΤΟ FULL,IsuzuD-MaxLXSΑΥΤΟΜΑΤΟFULLEXTRA'18,333620944,29.990€,Μεταχειρισμένο,Αγροτικό/Pickup,7/2018,101.703χλμ,Πετρέλαιο,2.000cc,160bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),,Δέρμα,,,17ίντσες,Euro6,,Άγνωστο,,5,5,1ημέραπριν,57,www.car.gr/333620944,"2104831994,6970923283",[],1,,,,,,,,,,
Volkswagen,T4,1994,Volkswagen T4,VolkswagenT4'94,333275701,1.900€Μεζημιά,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,1/1994,350.000χλμ,Πετρέλαιο,1.900cc,80bhp,Χειροκίνητο,Πράσινο,Μαύρο,Ύφασμα,1/2024,,15ίντσες,Euro3,,Μονό,Προσθιοκίνητο(FWD),4,3,18ώρεςπριν,1696,www.car.gr/333275701,6943127936,[],2,,,,105€,,,,,,
Mercedes-Benz,Sprinter,2015,Mercedes-Benz Sprinter '15 SPRINTER 313,Mercedes-BenzSprinterSPRINTER313#ΠΡΟΣΦΟΡΑ#'15,326590996,19.990€,Μεταχειρισμένο,Van/MiniBus,2/2015,197.585χλμ,Πετρέλαιο,2.143cc,130bhp,Χειροκίνητο,Ασπρο,,,,,,,,Άγνωστο,,5,3,1ημέραπριν,20,www.car.gr/326590996,"2104831994,6970923283","['{Abs', '{Esp', '{Turbo', '{Ατρακάριστο', '{Εγγύηση', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Συρόμενη πόρτα δεξιά', '{Υδραυλικό τιμόνι']",1,,,,,,,,,,
Opel,Corsa,2011,Opel Corsa,OpelCorsa'11,334266503,6.400€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2011,159.000χλμ,Βενζίνη,1.229cc,80bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,6/2025,124g/km,16ίντσες,Euro5,,Άγνωστο,Προσθιοκίνητο(FWD),3,5,42λεπτάπριν,895,www.car.gr/334266503,6947247900,"['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",1,5,,,,,,,,,
Mercedes-Benz,A160,2011,Mercedes-Benz A 160 '11 ΠΡΟΣΦΟΡΑ,Mercedes-BenzA160ΠΡΟΣΦΟΡΑ!!!'11,331409110,8.900€,Μεταχειρισμένο,Αλλο,9/2011,101.960χλμ,Βενζίνη,1.498cc,95bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,,,15ίντσες,,,Μονό,,5,5,3ώρεςπριν,3494,www.car.gr/331409110,"2109914855,2109624724,6988615716","['Abs', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,4,,"161,91€/μήνα",,,,,,,
Mercedes-Benz,GLC250,2017,Mercedes-Benz GLC 250 '17 ΑΥΤΟΜΑΤΟ ΠΡΟΣΦΟΡΑ,Mercedes-BenzGLC250ΑΥΤΟΜΑΤΟΠΡΟΣΦΟΡΑ!!!'17,327469264,33.500€,Μεταχειρισμένο,Αλλο,7/2017,211.306χλμ,Βενζίνη,1.991cc,211bhp,Αυτόματο,Γκρι(Μεταλλικό),Μαύρο,Δέρμα,,,17ίντσες,,,Μονό,,5,5,3ώρεςπριν,8626,www.car.gr/327469264,"2109914855,2109624724,6988615716","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,8,,"609,43€/μήνα",,,,,,,
Peugeot,208,2015,Peugeot 208 '15 ACTIVE NAVI CRS,Peugeot208ACTIVENAVICRSMOTORS'15,334176910,7.690€,Μεταχειρισμένο,Αλλο,10/2015,180.000χλμ,Πετρέλαιο,1.400cc,75bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,,,15ίντσες,Euro6,,Άγνωστο,Προσθιοκίνητο(FWD),5,5,1ημέραπριν,67,www.car.gr/334176910,"2106617085,2106617086","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1,6,,,,,,,,,
Saab,9-3,2000,Saab 9-3 '00 ΠΡΟΣΦΟΡΑ,Saab9-3ΠΡΟΣΦΟΡΑ!!!'00,325794188,2.900€,Μεταχειρισμένο,Αλλο,4/2000,174.419χλμ,Βενζίνη,1.985cc,140bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),Μπεζ,Δέρμα,,,15ίντσες,,,Μονό,Προσθιοκίνητο(FWD),3,5,3ώρεςπριν,4807,www.car.gr/325794188,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι']",,3,,"52,76€/μήνα",,,,,,,
Citroen,C1,2020,Citroen C1,CitroenC1'20,333120066,9.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2020,50.000χλμ,Βενζίνη,998cc,72bhp,Χειροκίνητο,Ασπρο,,,,,14ίντσες,,,Άγνωστο,,3,5,1ώραπριν,70,www.car.gr/333120066,6982652327,"['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Cd player', 'Cruise control', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,6,,,0€,,,,,,
Renault,Megane,2009,Renault Megane '09 ΥΓΡΑΕΡΙΟ ΠΡΟΣΦΟΡΑ,RenaultMeganeΥΓΡΑΕΡΙΟΠΡΟΣΦΟΡΑ!!!'09,334244707,4.350€,Μεταχειρισμένο,Αλλο,8/2009,211.895χλμ,Αέριο(lpg)-βενζίνη,1.598cc,115bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,,,15ίντσες,,,Ζυγό,,4,5,3ώρεςπριν,358,www.car.gr/334244707,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,"79,14€/μήνα",,,,,,,
Ford,Ka,1999,Ford Ka,FordKa'99,333949622,1.499€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/1999,96.000χλμ,Βενζίνη,1.299cc,69bhp,Χειροκίνητο,Γαλάζιο,,,,,,,,Άγνωστο,,3,5,1ώραπριν,206,www.car.gr/333949622,6982652327,"['Abs', 'Cd player', 'Immobilizer', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",,,,,120€,,,,,,
Opel,Karl,2015,Opel Karl '15 ΜΕ ΕΓΓΥΗΣΗ !! EDITION ΑΡΙΣΤΟ !!! EURO 6 CRS,OpelKarlΜΕΕΓΓΥΗΣΗ!!EDITIONΑΡΙΣΤΟ!!!EURO6CRSMOTORS'15,331717733,7.890€,Μεταχειρισμένο,Αλλο,7/2015,117.300χλμ,Βενζίνη,999cc,75bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Ύφασμα,,,14ίντσες,Euro6,,Άγνωστο,Προσθιοκίνητο(FWD),5,5,1ημέραπριν,19,www.car.gr/331717733,"2106617085,2106617086","['{Abs', '{Bucket καθίσματα', '{Cd player', '{Esp', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Usb', '{Αντ\\u002Fγή με σκάφος δεκτή', '{Ανταλλαγή με car δεκτή', '{Ανταλλαγή με μοτο', '{Απόσυρσης-δικαίωμα', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Επέκταση εγγύησης', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Θερμαινόμενα καθίσματα', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Πιστωτική κάρτα δεκτή', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",1,4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart,ForFour,2019,Smart ForFour '19 EQ Prime LED *ΑΝΑΛΥΣΗ,SmartForFourEQPrimeLED*ΑΝΑΛΥΣΗΦΠΑ*'19,332917769,15.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2019,43.000χλμ,Ηλεκτρικό,,82bhp,Αυτόματο,Μαύρο,Μαύρο,Δέρμα,4/2025,,16ίντσες,,,Άγνωστο,Πισωκίνητο(RWD),5,5,6ώρεςπριν,2042,www.car.gr/332917769,6987696000,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Αντικλεπτικό gps', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",1,,,,,61kw,150χλμ,6ώρες,18kwh,1ώρες,
Mercedes-Benz,CLK200,2004,Mercedes-Benz CLK 200 '04 Κάμπριο,Mercedes-BenzCLK200Κάμπριο(Facelift)'04,329019100,8.900€,Μεταχειρισμένο,Κάμπριο/Roadster,1/2004,280χλμ,Αέριο(lpg)-βενζίνη,1.796cc,163bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),Μαύρο,Δέρμα,,,17ίντσες,,,Άγνωστο,Πισωκίνητο(RWD),2,4,1ώραπριν,168,www.car.gr/329019100,6982652327,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Lane assist', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,6,,,,,,,,,
Peugeot,208,2016,Peugeot 208,Peugeot208'16,334072432,8.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2016,146.000χλμ,Βενζίνη,999cc,70bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,,,,,,,Άγνωστο,,5,5,1ώραπριν,48,www.car.gr/334072432,6982652327,"['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Hill assist', 'Immobilizer', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,
Mercedes-Benz,A200,2013,Mercedes-Benz A 200 '13 ΑΥΤΟΜΑΤΟ ΠΕΤΡΕΛΑΙΟ  ΠΡΟΣΦΟΡΑ,Mercedes-BenzA200ΑΥΤΟΜΑΤΟΠΕΤΡΕΛΑΙΟΠΡΟΣΦΟΡΑ!!!'13,331970415,22.000€,Μεταχειρισμένο,Αλλο,4/2013,194.835χλμ,Πετρέλαιο,1.796cc,136bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,,,17ίντσες,,,Μονό,,5,5,3ώρεςπριν,1314,www.car.gr/331970415,"2109914855,2109624724,6988615716","['{Abs', '{Eco start\\u002Fstop', '{Esp', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Parktronic', '{Turbo', '{Ανταλλαγή με car δεκτή', '{Ανταλλαγή με μοτο', '{Ατρακάριστο', '{Βιβλίο service', '{Δερμάτινα καθίσματα', '{Ελληνικής αντιπροσωπείας', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Μη καπνιστή', '{Οθόνη tft', '{Πιστωτική κάρτα δεκτή', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",,,,"400,22€/μήνα",,,,,,,
Volkswagen,Polo,1997,Volkswagen Polo '97,VolkswagenPolo1.0cc'97,332699623,1.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/1997,130.000χλμ,Βενζίνη,1.000cc,55bhp,Χειροκίνητο,Μπλεσκούρο,,,1/2025,,14ίντσες,,,Άγνωστο,Προσθιοκίνητο(FWD),5,5,1ώραπριν,131,www.car.gr/332699623,6982652327,[],1,,,,120€,,,,,,
Saab,9-3,2009,Saab 9-3 '09 ΠΡΟΣΦΟΡΑ,Saab9-3ΠΡΟΣΦΟΡΑ!!!'09,333831348,6.500€,Μεταχειρισμένο,Αλλο,4/2009,177.010χλμ,Βενζίνη,1.998cc,175bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Δέρμα,,,17ίντσες,,,Μονό,Προσθιοκίνητο(FWD),4,5,3ώρεςπριν,1217,www.car.gr/333831348,"2109914855,2109624724,6988615716","['Abs', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,8,,"118,25€/μήνα",,,,,,,
Renault,Megane,2001,Renault Megane '01 CABRIO ΠΡΟΣΦΟΡΑ,RenaultMeganeCABRIOΠΡΟΣΦΟΡΑ!!!'01,331839123,2.900€,Μεταχειρισμένο,Αλλο,8/2001,123.229χλμ,Βενζίνη,1.390cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Γκρι,Ύφασμα,,,15ίντσες,,,Μονό,,2,4,3ώρεςπριν,2259,www.car.gr/331839123,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι']",,4,,"52,76€/μήνα",,,,,,,
Ford,Fiesta,2020,Ford Fiesta '20 ST LINE 5D 1000cc,FordFiestaSTLINE5D1000cc125cc'20,334495333,18.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2020,32.500χλμ,Βενζίνη,1.000cc,125bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,17ίντσες,,,Ζυγό,Προσθιοκίνητο(FWD),5,5,3ώρεςπριν,53,www.car.gr/334495333,"2160002189,2109428157","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1,6,,"325,33€/μήνα",,,,,,,
Audi,TT,2007,Audi TT,AudiTT'07,17004505,11.620€,Μεταχειρισμένο,Κάμπριο/Roadster,4/2007,139.800χλμ,Βενζίνη,2.000cc,200bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Γκρι,Δέρμα-ύφασμα,,,17ίντσες,,,Μονό,Προσθιοκίνητο(FWD),2,2,6ώρεςπριν,2213,www.car.gr/17004505,6944414477,"['{Abs', '{Bucket καθίσματα', '{Cd player', '{Cruise control', '{Esp', '{Immobilizer', '{Turbo', '{Ατρακάριστο', '{Βιβλίο service', '{Δερμάτινα καθίσματα', '{Ελληνικής αντιπροσωπείας', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Οθόνη tft', '{Οροφή ηλεκτρική \\u002F ηλίου', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα xenon']",,,,,,,,,,,
