brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Χρηματοδότηση,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Πινακίδα,Σύνολοκατόχων,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κτέομέχρι,Παράδοσηστοσπίτι,Κλάσηρύπων,Μέγεθοςζάντας,Ρύποι(co2),Τέληκυκλοφορίας,Κατανάλωση,Αερόσακοι,Κίνηση
Bmw,225XE,2017,Bmw 225XE '17 İ PERFORMANCE plug in,Bmw225XEİPERFORMANCEpluginhybrid'17,328995492,23.900€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2017,150.000χλμ,Υβριδικόplug-inβενζίνη,1.499cc,224bhp,Αυτόματο,Ασπρο(Μεταλλικό),,Ύφασμα,Άγνωστο,,5,5,1ημέραπριν,1713,www.car.gr/328995492,"2110134334,2102775011,6977250243","['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",1/2024,,,,,,,,4x4(4WD)
Opel,Corsa,2012,Opel Corsa '12  ecoFlex Start&Stop,OpelCorsaecoFlexStart&StopNavi'12,331012751,7.300€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2012,137.000χλμ,Πετρέλαιο,1.300cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Δίχρωμο,Ύφασμα,Άγνωστο,,5,5,1ημέραπριν,1505,www.car.gr/331012751,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Navigation - gps', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",1/2024,,,,,,,,
Audi,A2,2002,Audi A2 '02 FULL,AudiA2FULLEXTRA'02,328911825,3.900€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2002,170.000χλμ,Βενζίνη,1.390cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Γκρι,Ύφασμα,Άγνωστο,,5,5,1ημέραπριν,5820,www.car.gr/328911825,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή']",8/2024,,,,,,,,
Citroen,C-Elysee,2017,Citroen C-Elysee '17 FULL,CitroenC-ElyseeFULLEXTRA'17,326895031,9.550€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2017,102.000χλμ,Βενζίνη,1.199cc,82bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Ύφασμα,Άγνωστο,1,5,5,1ημέραπριν,1543,www.car.gr/326895031,"2110134334,2102775011,6977250243","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",1/2023,,,,,,,,
Subaru,Legacy,2005,Subaru Legacy '05 4X4 FULL,SubaruLegacy4X4FULLEXTRA'05,14828311,5.600€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2005,160.000χλμ,Βενζίνη,3.000cc,245bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα,Άγνωστο,,4,5,1ημέραπριν,24895,www.car.gr/14828311,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Υπολογιστής ταξιδιού']",,,,,,,,,4x4(4WD)
AlfaRomeo,Spider,1996,Alfa Romeo Spider '96 CABRİO FULL,AlfaRomeoSpiderCABRİOFULLEXTRA'96,18883918,2.200€,,Μεταχειρισμένο,Κάμπριο/Roadster,1/1996,197.000χλμ,Βενζίνη,2.000cc,140bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Δέρμα,Άγνωστο,,2,2,1ημέραπριν,50353,www.car.gr/18883918,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",,,,,,,,4,Προσθιοκίνητο(FWD)
Mercedes-Benz,C200,2002,Mercedes-Benz C 200 '02 PANORAMA  FULL,Mercedes-BenzC200PANORAMAFULLEXTRA'02,327808127,4.000€,,Μεταχειρισμένο,Κουπέ-Σπόρ,8/2002,190.000χλμ,Βενζίνη,1.998cc,192bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Δίχρωμο,Ύφασμα,Άγνωστο,,3,5,1ημέραπριν,7320,www.car.gr/327808127,"2110134334,2102775011,6977250243","['Abs', 'Cruise control', 'Esp', 'Immobilizer', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οροφή πανοραμική', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,19ίντσες,,,,,Πισωκίνητο(RWD)
Nissan,Primera,2005,Nissan Primera '05,NissanPrimeraΑΥΤΟΜΑΤΟ!ΜΟΝΑΔΙΚΟ!!EXCLUSIVE!'05,332504525,4.900€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2005,224.000χλμ,Βενζίνη,1.800cc,120bhp,Αυτόματο,Μπλέ(Μεταλλικό),Γκρι,Ύφασμα,Ζυγό,,4,5,8λεπτάπριν,270,www.car.gr/332504525,"6977217504,6977711072","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tv\\u002Fcamera', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",10/2024,,,16ίντσες,,,,6,Προσθιοκίνητο(FWD)
Jeep,Cherokee,2007,Jeep Cherokee '07 2.800 CRD,JeepCherokee2.800CRDFacelift'07,330850736,10.000€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2007,174.000χλμ,Πετρέλαιο,2.776cc,163bhp,Χειροκίνητο,Μαύρο,,,Μονό,2,5,5,2ημέρεςπριν,356,www.car.gr/330850736,6974024738,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,16ίντσες,,,,2,4x4(4WD)
Toyota,Corolla,2017,Toyota Corolla '17 'ΠΡΟΣΦΟΡΑ'D Active,ToyotaCorolla'ΠΡΟΣΦΟΡΑ'DActiveFACE'ΑΓΓΕΛΙΔΗ'CJL1.4ΕΛΛΗΝ.EURO6'17,332716861,13.990€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2017,145.000χλμ,Πετρέλαιο,1.400cc,90bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,Ζυγό,1,4,5,2ημέρεςπριν,54,www.car.gr/332716861,"2106396766,2108061962,6948235833","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",9/2023,,Euro6,15ίντσες,89g/km,0€,,8,Προσθιοκίνητο(FWD)
Jeep,Renegade,2016,Jeep Renegade '16 limited,JeepRenegadelimitededition'16,332139805,18.450€,"315,91€/μήνα",Μεταχειρισμένο,4χ4/Τζιπ/Suv,4/2016,102.000χλμ,Πετρέλαιο,1.600cc,120bhp,Χειροκίνητο,Ασπρο,,,Ζυγό,1,5,5,2ημέρεςπριν,358,www.car.gr/332139805,2610433645,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,Euro6,17ίντσες,115g/km,112€,,6,
Porsche,911,2005,Porsche 911 '05  997 CARRERA S CABRIO,Porsche911997CARRERASCABRIO'05,334255839,52.000€,,Μεταχειρισμένο,Κάμπριο/Roadster,5/2005,191.000χλμ,Βενζίνη,3.800cc,370bhp,Αυτόματο,Γκρι(Μεταλλικό),Γκρι,Δέρμα,Ζυγό,,2,4,9ώρεςπριν,409,www.car.gr/334255839,6945446483,"['Abs', 'Android auto', 'Bluetooth', 'Esp', 'Hill assist', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,,Euro4,19ίντσες,,,,,Πισωκίνητο(RWD)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini,Cooper,2009,Mini Cooper,MiniCooper'09,333889374,8.500€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2009,146.000χλμ,Πετρέλαιο,1.600cc,110bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),,Δέρμα,Άγνωστο,,3,5,6ώρεςπριν,1739,www.car.gr/333889374,6974289211,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",1/2024,,,17ίντσες,,,"3,90(Μικτό)λ/100χλμ",4,Προσθιοκίνητο(FWD)
Mercedes-Benz,A160,2001,Mercedes-Benz A 160 '01,Mercedes-BenzA160Elegance'01,334272908,3.199€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2001,194.722χλμ,Βενζίνη,1.598cc,102bhp,Χειροκίνητο,Πράσινοσκούρο(Μεταλλικό),Γκρι,Ύφασμα,Ζυγό,1,5,5,6ώρεςπριν,720,www.car.gr/334272908,6945322197,"['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Συναγερμός', 'Υδραυλικό τιμόνι']",12/2023,,Euro4,15ίντσες,172g/km,260€,"10(Εντός)/6(Εκτός)/7,50(Μικτό)λ/100χλμ",6,Προσθιοκίνητο(FWD)
Renault,Clio,2017,Renault Clio '17,RenaultClioΠΡΟΣΦΟΡΑ'17,323777187,11.400€,,Μεταχειρισμένο,Αλλο,1/2017,73.000χλμ,Βενζίνη,1.200cc,75bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Μαύρο,Ύφασμα,Άγνωστο,,5,5,1ημέραπριν,2277,www.car.gr/323777187,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",5/2023,,,,,,,,
Renault,Captur,2018,Renault Captur '18 DCI 90 FULL EXTRA EURO,RenaultCapturDCI90FULLEXTRAEURO6'18,334075249,17.500€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2018,90.000χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Κόκκινο(Μεταλλικό),Δίχρωμο,Ύφασμα,Άγνωστο,,5,5,1ημέραπριν,159,www.car.gr/334075249,"2110134334,2102775011,6977250243","['Abs', 'Android auto', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1/2024,,,,,,,,
Opel,Astra,2016,Opel Astra '16 CDTI DIESEL FULL,OpelAstraCDTIDIESELFULLEXTRA'16,331912156,14.200€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2016,97.000χλμ,Πετρέλαιο,1.600cc,0bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Δίχρωμο,Ύφασμα,Μονό,,5,5,1ημέραπριν,973,www.car.gr/331912156,"2110134334,2102775011,6977250243","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",1/2024,,,,,,,,
AlfaRomeo,Mito,2018,Alfa Romeo Mito '18 FACELIFT FULL,AlfaRomeoMitoFACELIFTFULLEXTRA'18,331739190,12.800€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2018,64.000χλμ,Πετρέλαιο,1.300cc,95bhp,Χειροκίνητο,Κόκκινο(Μεταλλικό),Δίχρωμο,Ύφασμα,Ζυγό,,3,5,1ημέραπριν,998,www.car.gr/331739190,"2110134334,2102775011,6977250243","['Abs', 'Adaptive cruise control (acc)', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Lane assist', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1/2024,,,,,0€,,,
Renault,Scenic,2009,Renault Scenic '09 FULL,RenaultScenicFULLEXTRA'09,330382464,6.250€,,Μεταχειρισμένο,Αλλο,10/2009,142.000χλμ,Βενζίνη,1.600cc,115bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Μπεζ,Ύφασμα,Άγνωστο,2,5,5,1ημέραπριν,1345,www.car.gr/330382464,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",1/2024,,,,,,,,
Volkswagen,Jetta,2006,Volkswagen Jetta '06 AUTOMATIC FULL,VolkswagenJettaAUTOMATICFULLEXTRA'06,331611809,6.000€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2006,228.000χλμ,Βενζίνη,1.600cc,105bhp,Αυτόματο,Ασημί(Μεταλλικό),Γκρι,Ύφασμα,Ζυγό,,5,5,1ημέραπριν,1100,www.car.gr/331611809,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",8/2024,,,,,,,,
Jaguar,XE,2017,Jaguar XE '17 ΠΡΟΣΦΟΡΑ FULL,JaguarXEΠΡΟΣΦΟΡΑFULLEXTRA'17,319553255,30.000€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,3/2017,112.000χλμ,Πετρέλαιο,1.999cc,180bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Άλλο,Ύφασμα,Άγνωστο,1,5,5,1ημέραπριν,8285,www.car.gr/319553255,"2110134334,2102775011,6977250243","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,Πισωκίνητο(RWD)
Mercedes-Benz,B150,2006,Mercedes-Benz B 150 '06 AUTOMATIC,Mercedes-BenzB150AUTOMATICLPG'06,331436733,8.800€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2006,198.000χλμ,Αέριο(lpg)-βενζίνη,1.498cc,95bhp,Αυτόματο,Μπεζ(Μεταλλικό),Δίχρωμο,Δέρμα-ύφασμα,Μονό,,5,5,1ημέραπριν,1846,www.car.gr/331436733,"2110134334,2102775011,6977250243","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",1/2024,,,,,255€,,,
