brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Επένδυσησαλονιού,Κίνηση,Μέγεθοςζάντας,Χρώμαεσωτερικού,Σύνολοκατόχων,Κτέομέχρι,Κλάσηρύπων,Τέληκυκλοφορίας,Αερόσακοι,Χρηματοδότηση,Ρύποι(co2),Κατανάλωση,Παράδοσηστοσπίτι
Audi,A3,2001,Audi A3 '01 S3 ΑΡΙΣΤΟ,AudiA3S3ΑΡΙΣΤΟ'01,333673517,10.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2001,121.400χλμ,Βενζίνη,1.800cc,225bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Άγνωστο,3,5,20ώρεςπριν,427,www.car.gr/333673517,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",Δέρμα,4x4(4WD),,,,,,,,,,,
Toyota,RAV4,2007,Toyota RAV 4,ToyotaRAV4'07,332847835,7.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2007,228.000χλμ,Βενζίνη,2.000cc,156bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Μονό,5,5,5ώρεςπριν,658,www.car.gr/332847835,6987340180,"['Abs', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",Δέρμα,4x4(4WD),17ίντσες,Μπεζ,2,1/2025,Euro5,690€,9,,5g/km,10(Εντός)/9(Εκτός)/10(Μικτό)λ/100χλμ,
Volkswagen,Golf,2012,Volkswagen Golf '12 R αριστη κατασταση,VolkswagenGolfRαριστηκατασταση'12,325760017,27.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2012,84.000χλμ,Βενζίνη,2.000cc,300bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Άγνωστο,4,5,20ώρεςπριν,1617,www.car.gr/325760017,"2102856921,6944226978","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",Δέρμα,4x4(4WD),,,,,,,8,,,,
Ford,B-Max,2014,Ford B-Max,FordB-Max'14,327565249,9.950€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2014,137.000χλμ,Βενζίνη,1.000cc,125bhp,Χειροκίνητο,Μπεζ(Μεταλλικό),Άγνωστο,5,5,20ώρεςπριν,423,www.car.gr/327565249,"2102856921,6944226978","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συρόμενη πόρτα αριστερά', 'Συρόμενη πόρτα δεξιά', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,
Bmw,1602,1969,Bmw 1602 '69 αριστη κατασταση,Bmw1602αριστηκατασταση1600-2'69,30375694,13.950€,Μεταχειρισμένο,Κουπέ-Σπόρ,8/1969,57.000χλμ,Βενζίνη,1.600cc,87bhp,Χειροκίνητο,Πράσινοσκούρο,Άγνωστο,2,5,20ώρεςπριν,1061,www.car.gr/30375694,"2102856921,6944226978","['Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός']",Δέρμα-ύφασμα,Πισωκίνητο(RWD),,,,,,,,,,,
Audi,Q3,2019,Audi Q3 '19  35 TFSI S line S,AudiQ335TFSISlineStronic'19,333672556,40.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2019,41.000χλμ,Βενζίνη,1.400cc,150bhp,Αυτόματο,Γκρι(Μεταλλικό),Άγνωστο,5,5,20ώρεςπριν,722,www.car.gr/333672556,"2102856921,6944226978","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,18ίντσες,,,,,,,,,,
Volkswagen,Passat,2000,Volkswagen Passat '00 Υγραέριο,VolkswagenPassatΥγραέριο!'00,334059580,2.350€,Μεταχειρισμένο,Λιμουζίνα/Sedan,8/2000,199.000χλμ,Αέριο(lpg)-βενζίνη,1.781cc,150bhp,Χειροκίνητο,Μπλέ,Ζυγό,5,5,5ώρεςπριν,294,www.car.gr/334059580,"6975983431,2296400220,6975983431","['Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή']",,,,Μπεζ,1,,,,,,,,
Peugeot,3008,2011,Peugeot 3008 '11  AUTOMATIC ΜΕ ΤΕΛΗ,Peugeot3008AUTOMATICΜΕΤΕΛΗ2023'11,329717003,10.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2011,116.500χλμ,Βενζίνη,1.600cc,150bhp,Αυτόματο,Μαύρο(Μεταλλικό),Άγνωστο,5,5,20ώρεςπριν,450,www.car.gr/329717003,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,
Mg,ZT,2004,Mg ZT '04 με τελη,MgZTμετελη2023'04,329441565,4.950€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2004,145.000χλμ,Βενζίνη,2.500cc,250bhp,Χειροκίνητο,Μπορντό(Μεταλλικό),Άγνωστο,4,5,20ώρεςπριν,938,www.car.gr/329441565,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,
Citroen,C3,2016,Citroen C3 '16  PureTech 82,CitroenC3PureTech82Selection'16,327442278,8.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2016,114.000χλμ,Βενζίνη,1.000cc,82bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Άγνωστο,5,5,20ώρεςπριν,234,www.car.gr/327442278,"2102856921,6944226978","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,
Mercedes-Benz,CLK200,2006,Mercedes-Benz CLK 200 '06 με τελη,Mercedes-BenzCLK200μετελη2023'06,323752097,9.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2006,117.000χλμ,Βενζίνη,1.800cc,163bhp,Χειροκίνητο,Μπεζ(Μεταλλικό),Άγνωστο,2,4,20ώρεςπριν,1648,www.car.gr/323752097,"2102856921,6944226978","['Abs', 'Cd player', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,
Bmw,Z4,2007,Bmw Z4 '07 face,BmwZ4facelift'07,318945537,8.900€,Μεταχειρισμένο,Κάμπριο/Roadster,2/2007,218.000χλμ,Βενζίνη,2.000cc,150bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Άγνωστο,2,2,20ώρεςπριν,1784,www.car.gr/318945537,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,18ίντσες,,,,,,,,,,
Renault,Clio,2015,Renault Clio '15 dci EURO,RenaultCliodciEURO6'15,318794446,8.000€,Μεταχειρισμένο,Κόμπι/Kάραβαν,1/2015,215.000χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Ασπρο,Μονό,4,5,1ώραπριν,1086,www.car.gr/318794446,6936311341,"['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Υδραυλικό τιμόνι']",,,,,,,Euro6,0€,,,82g/km,"5,50(Εντός)/3,50(Εκτός)/4,50(Μικτό)λ/100χλμ",
Jeep,Wrangler,2009,Jeep Wrangler '09 RUBICON,JeepWranglerRUBICONUNLIMITED'09,334339552,39.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,9/2009,114.000χλμ,Αέριο(lpg)-βενζίνη,3.800cc,211bhp,Αυτόματο,Ασπρο,Άγνωστο,5,5,1ώραπριν,447,www.car.gr/334339552,"6932701338,6932701338","['Abs', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Immobilizer', 'Ζάντες αλουμινίου', 'Θερμαινόμενα καθίσματα', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι']",Δέρμα,4x4(4WD),17ίντσες,Μαύρο,1,,,,2,,,,
Renault,Clio,2019,Renault Clio '19  dCi 75 Start & Stop ECO2,RenaultCliodCi75Start&StopECO2Life'19,334344910,12.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2019,54.400χλμ,Πετρέλαιο,1.462cc,75bhp,Χειροκίνητο,Ασπρο,Μονό,5,5,2ημέρεςπριν,89,www.car.gr/334344910,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",Ύφασμα,,16ίντσες,Μαύρο,1,5/2026,,101€,4,,,,
Renault,Clio,2018,Renault Clio '18  ENERGY dCi 90,RenaultClioENERGYdCi90Limited'18,330974247,10.250€,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2018,165.000χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Ζυγό,5,5,2ημέρεςπριν,430,www.car.gr/330974247,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Ύφασμα,,15ίντσες,Μαύρο,1,1/2025,Euro6c,102€,4,,104g/km,,
Skoda,Octavia,2006,Skoda Octavia '06,SkodaOctavia4Χ4-ΑΒΤ'06,327636733,6.000€,Μεταχειρισμένο,Λιμουζίνα/Sedan,2/2006,95.000χλμ,Βενζίνη,1.800cc,193bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μονό,5,5,2ώρεςπριν,12292,www.car.gr/327636733,"6976948220,6980149973,2114205267","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Δέρμα,4x4(4WD),16ίντσες,Μπεζ,1,,,320€,6,"108,15€/μήνα",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlfaRomeo,Giulietta,2013,Alfa Romeo Giulietta,AlfaRomeoGiulietta'13,333867467,14.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2013,150.000χλμ,Πετρέλαιο,1.600cc,140bhp,Χειροκίνητο,Κόκκινοσκούρο(Μεταλλικό),Μονό,5,5,2ημέρεςπριν,479,www.car.gr/333867467,6948883057,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Φώτα led']",Ύφασμα,,18ίντσες,Μαύρο,,,,111€,8,,,7(Εντός)/5(Εκτός)/λ/100χλμ,
Jaguar,F-Type,2019,Jaguar F-Type '19 R,JaguarF-TypeRDYNAMIC'19,333920142,68.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,8/2019,47.200χλμ,Βενζίνη,2.000cc,300bhp,Αυτόματο,Γκρι(Μεταλλικό),Άγνωστο,2,2,20ώρεςπριν,854,www.car.gr/333920142,"2102856921,6944226978","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Keyless', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,Πισωκίνητο(RWD),,,,,,,,,,,
Audi,A4allroad,2019,Audi A4 allroad '19 2.0TFSI quattro MHEV S tronic,AudiA4allroad2.0TFSIquattroMHEVStronicΠΡΟΣΦΟΡΑ'19,333289394,47.900€,Μεταχειρισμένο,Κόμπι/Kάραβαν,6/2019,79.500χλμ,Υβριδικόβενζίνη,2.000cc,252bhp,Αυτόματο,Γκρι(Μεταλλικό),Άγνωστο,5,5,20ώρεςπριν,600,www.car.gr/333289394,"2102856921,6944226978","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Tv\\u002Fcamera', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",Δέρμα,4x4(4WD),,Μαύρο,1,,Euro6,,,,147g/km,"6,40(Εκτός)/λ/100χλμ",
Mercedes-Benz,C180,2011,Mercedes-Benz C 180 '11 BLUE EFFCIENCY,Mercedes-BenzC180BLUEEFFCIENCY'11,329299110,15.950€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2011,73.500χλμ,Βενζίνη,1.600cc,156bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μονό,4,5,20ώρεςπριν,2326,www.car.gr/329299110,"2102856921,6944226978","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",Δέρμα,,,,,,,,,,,,
Ford,Mustang,2016,Ford Mustang '16 shelby look,FordMustangshelbylook'16,325769005,39.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2016,86.900χλμ,Βενζίνη,2.300cc,400bhp,Αυτόματο,Κόκκινο,Άγνωστο,2,4,20ώρεςπριν,4741,www.car.gr/325769005,"2102856921,6944226978","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Usb', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",Δέρμα,,20ίντσες,,,,,,8,,,,
Mercedes-Benz,190,1991,Mercedes-Benz 190 '91 LOOK  2.3,Mercedes-Benz190LOOK2.3/16'91,323433954,5.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,11/1991,245.000χλμ,Βενζίνη,1.800cc,119bhp,Χειροκίνητο,Γκρι,Άγνωστο,4,4,20ώρεςπριν,1503,www.car.gr/323433954,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,17ίντσες,,,,,,,,,,
Lancia,Thesis,2005,Lancia Thesis '05 αριστη,LanciaThesisαριστηκατασταση'05,322298368,7.999€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2005,149.000χλμ,Βενζίνη,3.000cc,225bhp,Αυτόματο,Μπορντό(Μεταλλικό),Άγνωστο,4,5,20ώρεςπριν,886,www.car.gr/322298368,"2102856921,6944226978","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,
