brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Μέγεθοςζάντας,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κίνηση,Χρώμαεσωτερικού,Επένδυσησαλονιού,Σύνολοκατόχων,Χρηματοδότηση,Ρύποι(co2),Κλάσηρύπων,Κατανάλωση,Αερόσακοι,Παράδοσηστοσπίτι,Κτέομέχρι,Τέληκυκλοφορίας,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας
Volkswagen,Passat,2000,Volkswagen Passat '00 Υγραέριο,VolkswagenPassatΥγραέριο!'00,334059580,2.350€,Μεταχειρισμένο,Λιμουζίνα/Sedan,8/2000,199.000χλμ,Αέριο(lpg)-βενζίνη,1.781cc,150bhp,Χειροκίνητο,Μπλέ,,Ζυγό,5,5,5ώρεςπριν,294,www.car.gr/334059580,"6975983431,2296400220,6975983431","['Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή']",,Μπεζ,,1,,,,,,,,,,,,
Peugeot,3008,2011,Peugeot 3008 '11  AUTOMATIC ΜΕ ΤΕΛΗ,Peugeot3008AUTOMATICΜΕΤΕΛΗ2023'11,329717003,10.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2011,116.500χλμ,Βενζίνη,1.600cc,150bhp,Αυτόματο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,20ώρεςπριν,450,www.car.gr/329717003,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
Mg,ZT,2004,Mg ZT '04 με τελη,MgZTμετελη2023'04,329441565,4.950€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2004,145.000χλμ,Βενζίνη,2.500cc,250bhp,Χειροκίνητο,Μπορντό(Μεταλλικό),,Άγνωστο,4,5,20ώρεςπριν,938,www.car.gr/329441565,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
Citroen,C3,2016,Citroen C3 '16  PureTech 82,CitroenC3PureTech82Selection'16,327442278,8.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2016,114.000χλμ,Βενζίνη,1.000cc,82bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,Άγνωστο,5,5,20ώρεςπριν,234,www.car.gr/327442278,"2102856921,6944226978","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
Mercedes-Benz,CLK200,2006,Mercedes-Benz CLK 200 '06 με τελη,Mercedes-BenzCLK200μετελη2023'06,323752097,9.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2006,117.000χλμ,Βενζίνη,1.800cc,163bhp,Χειροκίνητο,Μπεζ(Μεταλλικό),,Άγνωστο,2,4,20ώρεςπριν,1648,www.car.gr/323752097,"2102856921,6944226978","['Abs', 'Cd player', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
Bmw,Z4,2007,Bmw Z4 '07 face,BmwZ4facelift'07,318945537,8.900€,Μεταχειρισμένο,Κάμπριο/Roadster,2/2007,218.000χλμ,Βενζίνη,2.000cc,150bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),18ίντσες,Άγνωστο,2,2,20ώρεςπριν,1784,www.car.gr/318945537,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,3008,2021,Peugeot 3008 '21 HYBRID 225 hp EAT8 ALLURE (PHEV)/PEUGEOT,Peugeot3008HYBRID225hpEAT8ALLURE(PHEV)/PEUGEOTBESIKOSⓇ'21,334476239,39.800€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,3/2021,33.000χλμ,Υβριδικόplug-inβενζίνη,1.598cc,225bhp,Αυτόματο,Μπλέ(Μεταλλικό),18ίντσες,Άγνωστο,5,5,42λεπτάπριν,317,www.car.gr/334476239,"2108313963,6978558499","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Esp', 'Head-up display', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",Προσθιοκίνητο(FWD),Δίχρωμο,Δέρμα-ύφασμα,1,"618,35€/μήνα",32g/km,Euro6d,"1,40(Μικτό)λ/100χλμ",6,Ναι,,0€,56χλμ,8ώρες,2ώρες,13kwh
Renault,Clio,2019,Renault Clio '19  dCi 75 Start & Stop ECO2,RenaultCliodCi75Start&StopECO2Life'19,334344910,12.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2019,54.400χλμ,Πετρέλαιο,1.462cc,75bhp,Χειροκίνητο,Ασπρο,16ίντσες,Μονό,5,5,2ημέρεςπριν,89,www.car.gr/334344910,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,Μαύρο,Ύφασμα,1,,,,,4,,5/2026,101€,,,,
Renault,Clio,2018,Renault Clio '18  ENERGY dCi 90,RenaultClioENERGYdCi90Limited'18,330974247,10.250€,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2018,165.000χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),15ίντσες,Ζυγό,5,5,2ημέρεςπριν,430,www.car.gr/330974247,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,Μαύρο,Ύφασμα,1,,104g/km,Euro6c,,4,,1/2025,102€,,,,
Skoda,Octavia,2006,Skoda Octavia '06,SkodaOctavia4Χ4-ΑΒΤ'06,327636733,6.000€,Μεταχειρισμένο,Λιμουζίνα/Sedan,2/2006,95.000χλμ,Βενζίνη,1.800cc,193bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),16ίντσες,Μονό,5,5,2ώρεςπριν,12292,www.car.gr/327636733,"6976948220,6980149973,2114205267","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",4x4(4WD),Μπεζ,Δέρμα,1,"108,15€/μήνα",,,,6,,,320€,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlfaRomeo,Giulietta,2013,Alfa Romeo Giulietta,AlfaRomeoGiulietta'13,333867467,14.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2013,150.000χλμ,Πετρέλαιο,1.600cc,140bhp,Χειροκίνητο,Κόκκινοσκούρο(Μεταλλικό),18ίντσες,Μονό,5,5,2ημέρεςπριν,478,www.car.gr/333867467,6948883057,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Φώτα led']",,Μαύρο,Ύφασμα,,,,,7(Εντός)/5(Εκτός)/λ/100χλμ,8,,,111€,,,,
Jaguar,F-Type,2019,Jaguar F-Type '19 R,JaguarF-TypeRDYNAMIC'19,333920142,68.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,8/2019,47.200χλμ,Βενζίνη,2.000cc,300bhp,Αυτόματο,Γκρι(Μεταλλικό),,Άγνωστο,2,2,20ώρεςπριν,854,www.car.gr/333920142,"2102856921,6944226978","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Keyless', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",Πισωκίνητο(RWD),,,,,,,,,,,,,,,
Audi,A4allroad,2019,Audi A4 allroad '19 2.0TFSI quattro MHEV S tronic,AudiA4allroad2.0TFSIquattroMHEVStronicΠΡΟΣΦΟΡΑ'19,333289394,47.900€,Μεταχειρισμένο,Κόμπι/Kάραβαν,6/2019,79.500χλμ,Υβριδικόβενζίνη,2.000cc,252bhp,Αυτόματο,Γκρι(Μεταλλικό),,Άγνωστο,5,5,20ώρεςπριν,600,www.car.gr/333289394,"2102856921,6944226978","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Tv\\u002Fcamera', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",4x4(4WD),Μαύρο,Δέρμα,1,,147g/km,Euro6,"6,40(Εκτός)/λ/100χλμ",,,,,,,,
Mercedes-Benz,C180,2011,Mercedes-Benz C 180 '11 BLUE EFFCIENCY,Mercedes-BenzC180BLUEEFFCIENCY'11,329299110,15.950€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2011,73.500χλμ,Βενζίνη,1.600cc,156bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Μονό,4,5,20ώρεςπριν,2326,www.car.gr/329299110,"2102856921,6944226978","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,Δέρμα,,,,,,,,,,,,,
Ford,Mustang,2016,Ford Mustang '16 shelby look,FordMustangshelbylook'16,325769005,39.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2016,86.900χλμ,Βενζίνη,2.300cc,400bhp,Αυτόματο,Κόκκινο,20ίντσες,Άγνωστο,2,4,20ώρεςπριν,4741,www.car.gr/325769005,"2102856921,6944226978","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Usb', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,Δέρμα,,,,,,8,,,,,,,
Mercedes-Benz,190,1991,Mercedes-Benz 190 '91 LOOK  2.3,Mercedes-Benz190LOOK2.3/16'91,323433954,5.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,11/1991,245.000χλμ,Βενζίνη,1.800cc,119bhp,Χειροκίνητο,Γκρι,17ίντσες,Άγνωστο,4,4,20ώρεςπριν,1503,www.car.gr/323433954,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
Lancia,Thesis,2005,Lancia Thesis '05 αριστη,LanciaThesisαριστηκατασταση'05,322298368,7.999€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2005,149.000χλμ,Βενζίνη,3.000cc,225bhp,Αυτόματο,Μπορντό(Μεταλλικό),,Άγνωστο,4,5,20ώρεςπριν,886,www.car.gr/322298368,"2102856921,6944226978","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,,,,,,,,,,,
Hyundai,SantaFe,2001,Hyundai Santa Fe,HyundaiSantaFe'01,330438744,1.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,7/2001,235.000χλμ,Βενζίνη,2.351cc,144bhp,Χειροκίνητο,Χρυσαφί,,Μονό,5,5,1ημέραπριν,2225,www.car.gr/330438744,6988716851,[],4x4(4WD),Μπεζ,Δέρμα,,,,,,,,,630€,,,,
Audi,A3,2001,Audi A3 '01 S3 ΑΡΙΣΤΟ,AudiA3S3ΑΡΙΣΤΟ'01,333673517,10.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2001,121.400χλμ,Βενζίνη,1.800cc,225bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Άγνωστο,3,5,20ώρεςπριν,427,www.car.gr/333673517,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",4x4(4WD),,Δέρμα,,,,,,,,,,,,,
Toyota,RAV4,2007,Toyota RAV 4,ToyotaRAV4'07,332847835,7.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2007,228.000χλμ,Βενζίνη,2.000cc,156bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),17ίντσες,Μονό,5,5,5ώρεςπριν,658,www.car.gr/332847835,6987340180,"['Abs', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",4x4(4WD),Μπεζ,Δέρμα,2,,5g/km,Euro5,10(Εντός)/9(Εκτός)/10(Μικτό)λ/100χλμ,9,,1/2025,690€,,,,
Volkswagen,Golf,2012,Volkswagen Golf '12 R αριστη κατασταση,VolkswagenGolfRαριστηκατασταση'12,325760017,27.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2012,84.000χλμ,Βενζίνη,2.000cc,300bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,Άγνωστο,4,5,20ώρεςπριν,1617,www.car.gr/325760017,"2102856921,6944226978","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",4x4(4WD),,Δέρμα,,,,,,8,,,,,,,
