brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Κλάσηρύπων,Μέγεθοςζάντας,Πινακίδα,Σύνολοκατόχων,Κίνηση,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κατανάλωση,Ρύποι(co2),Τέληκυκλοφορίας,Kilowatt,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Τιμήπολύτεκνου,Χρηματοδότηση,Παράδοσηστοσπίτι
Opel,Corsa,2011,Opel Corsa '11 #Ecoflex#1.3,OpelCorsa#Ecoflex#1.3multijet#'11,333368036,5.999€,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2011,130.000χλμ,Πετρέλαιο,1.248cc,95bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),,,,,,Άγνωστο,,,,3,5,3ώρεςπριν,3375,www.car.gr/333368036,"6994716403,6947274882","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Ατρακάριστο', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,"100,02€/μήνα",
Renault,Clio,2018,Renault Clio '18 1.5 Dci 90 DYNAMIC NAVI DIESEL,RenaultClio1.5Dci90DYNAMICNAVIDIESEL'18,331099254,13.500€,Μεταχειρισμένο,Αλλο,7/2018,129.381χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,8/2023,Euro6,16ίντσες,Άγνωστο,,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,363,www.car.gr/331099254,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
AlfaRomeo,Mito,2011,Alfa Romeo Mito '11 #1.3 JTD#QUADRIFOGLIO,AlfaRomeoMito#1.3JTD#QUADRIFOGLIOVERDE#'11,333167926,7.300€,Μεταχειρισμένο,Κουπέ-Σπόρ,6/2011,125.000χλμ,Πετρέλαιο,1.248cc,95bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),,,,,17ίντσες,Άγνωστο,,,,3,5,3ώρεςπριν,2510,www.car.gr/333167926,"6994716403,6947274882","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,,,,,,,,,
DS,DS7,2019,DS DS7 '19 1.5 130HP EAT8 SO,DSDS71.5130HPEAT8SOCHIC'19,330290164,32.900€,Μεταχειρισμένο,Αλλο,9/2019,84.671χλμ,Πετρέλαιο,1.499cc,130bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δίχρωμο,Ύφασμα,9/2023,Euro6d,18ίντσες,Ζυγό,,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,4563,www.car.gr/330290164,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
Hyundai,Getz,2007,Hyundai Getz '07 1.0,HyundaiGetz1.066ΗP'07,334376967,4.300€,Μεταχειρισμένο,Αλλο,10/2007,202.628χλμ,Βενζίνη,1.086cc,66bhp,Χειροκίνητο,Γαλάζιο,Μαύρο,Ύφασμα,9/2023,,,Ζυγό,,Προσθιοκίνητο(FWD),4,5,5,9ώρεςπριν,96,www.car.gr/334376967,2105121505,"['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,
Citroen,C3,2018,Citroen C3 '18 1.6 100HP FEEL BITON DIESEL,CitroenC31.6100HPFEELBITONDIESELNAVI'18,334309103,13.900€,Μεταχειρισμένο,Αλλο,5/2018,87.396χλμ,Πετρέλαιο,1.560cc,100bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,4/2024,Euro6,,Ζυγό,,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,37,www.car.gr/334309103,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skoda,Fabia,2015,Skoda Fabia '15 1.2 TSI EURO,SkodaFabia1.2TSIEURO6B'15,329458379,9.490€,Μεταχειρισμένο,Κόμπι/Kάραβαν,9/2015,143.000χλμ,Βενζίνη,1.197cc,90bhp,Χειροκίνητο,Ασπρο,,,,Euro6,,Ζυγό,,,,5,5,10ώρεςπριν,36,www.car.gr/329458379,"2111828505,6951556038","['Abs', 'Bluetooth', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,107g/km,103€,,,,,,,,
Fiat,PuntoEvo,2011,Fiat Punto Evo '11 #1.3,FiatPuntoEvo#1.3MTJ#'11,332248879,7.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2011,130.000χλμ,Πετρέλαιο,1.248cc,85bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,,,,,Άγνωστο,,,,5,5,3ώρεςπριν,1245,www.car.gr/332248879,"6994716403,6947274882","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,,,,,,,,,
Citroen,C4Cactus,2014,Citroen C4 Cactus '14 1.6 100HP ETG SHINE 1ο,CitroenC4Cactus1.6100HPETGSHINE1οΧΕΡΙ!!!'14,333648270,11.900€,Μεταχειρισμένο,Αλλο,9/2014,172.651χλμ,Πετρέλαιο,1.560cc,100bhp,Αυτόματο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,8/2023,,17ίντσες,Ζυγό,1,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,542,www.car.gr/333648270,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
Citroen,AMI8,2023,Citroen AMI 8 '23 MY AMI ORANGE,CitroenAMI8MYAMIORANGE'23,333825670,8.200€,,Αλλο,2/2023Καινούριο,10χλμ,Ηλεκτρικό,,8bhp,Αυτόματο,Μπλέ,Μαύρο,,2/2027,,,Μονό,,Προσθιοκίνητο(FWD),,2,2,9ώρεςπριν,659,www.car.gr/333825670,2105121505,"['Immobilizer', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Μη καπνιστή', 'Οροφή πανοραμική', 'Πιστωτική κάρτα δεκτή', 'Φώτα led']",,,,6kw,75χλμ,3ώρες,2ώρες,5kwh,,,
LandRover,RangeRoverEvoque,2016,Land Rover Range Rover Evoque,LandRoverRangeRoverEvoque'16,322133733,34.999€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,12/2016,148.800χλμ,Πετρέλαιο,2.000cc,150bhp,Αυτόματο,Ασπρο(Μεταλλικό),,,4/2023,Euro6,19ίντσες,Ζυγό,2,4x4(4WD),,5,5,3ώρεςπριν,14610,www.car.gr/322133733,"6994716403,6947274882","['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,134g/km,,,,,,,,,
Citroen,C5Aircross,2022,Citroen C5 Aircross '22  FL 1.5 BHDI 130 EAT8 Launch Edition,CitroenC5AircrossFL1.5BHDI130EAT8LaunchEdition2'22,332711944,37.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2022,4.782χλμ,Πετρέλαιο,1.499cc,130bhp,Αυτόματο,Ασημί(Μεταλλικό),Μαύρο,Alcantara,10/2026,Euro6d,18ίντσες,Ζυγό,1,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,1103,www.car.gr/332711944,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']","6(Εντός)/5(Εκτός)/5,50(Μικτό)λ/100χλμ",145g/km,,,,,,,,,
Peugeot,Traveller,2018,Peugeot Traveller '18 1.6 115HP 9S,PeugeotTraveller1.6115HP9SXL'18,326889277,40.000€,Μεταχειρισμένο,Van/MiniBus,5/2018,75.990χλμ,Πετρέλαιο,1.560cc,115bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,5/2022,,,Μονό,,Προσθιοκίνητο(FWD),,5,9,9ώρεςπριν,3398,www.car.gr/326889277,2105121505,"['Abs', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Καθίσματα 7 +', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
Audi,A5,2016,Audi A5 '16 #2.0 TFSI S LINE#S,AudiA5#2.0TFSISLINE#STRONIC#'16,319160229,57.999€,Μεταχειρισμένο,Κουπέ-Σπόρ,10/2016,80.000χλμ,Βενζίνη,2.000cc,265bhp,Αυτόματο,Μαύρο(Μεταλλικό),,,,,19ίντσες,Άγνωστο,,AWD,3,3,5,3ώρεςπριν,27842,www.car.gr/319160229,"6994716403,6947274882","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αερανάρτηση', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'value:b', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,,,,,,,€55.000,,
Skoda,Octavia,2013,Skoda Octavia '13 1.2 105HP TSi ΔΩΡΟ ΤΕΛΗ,SkodaOctavia1.2105HPTSiΔΩΡΟΤΕΛΗ2023'13,327349770,7.900€,Μεταχειρισμένο,Αλλο,3/2013,149.898χλμ,Βενζίνη,1.197cc,105bhp,Χειροκίνητο,Γαλάζιο(Μεταλλικό),Μαύρο,Ύφασμα,7/2023,,16ίντσες,Ζυγό,,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,3031,www.car.gr/327349770,2105121505,"['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,
Bmw,X5,2015,Bmw X5 '15  xDrive30d,BmwX5xDrive30d'15,318909402,42.800€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2015,163.401χλμ,Πετρέλαιο,2.993cc,258bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα,2/2023,Euro6,19ίντσες,Μονό,,4x4(4WD),8,5,5,9ώρεςπριν,1888,www.car.gr/318909402,2105121505,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",,156g/km,288€,,,,,,,"836,75€/μήνα",
Peugeot,208,2019,Peugeot 208 '19 1.2 110HP TECH,Peugeot2081.2110HPTECHEDITION'19,333031399,15.200€,Μεταχειρισμένο,Αλλο,5/2019,23.600χλμ,Βενζίνη,1.199cc,110bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,1/2022,Euro6,17ίντσες,Άγνωστο,,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,652,www.car.gr/333031399,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
Ford,Ranger,2019,Ford Ranger '19  Extrakabine 2.0 TDCi Wildtrak,FordRangerExtrakabine2.0TDCiWildtrak4x4'19,333229521,39.500€,Μεταχειρισμένο,Αγροτικό/Pickup,12/2019,65.778χλμ,Πετρέλαιο,1.996cc,170bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,12/2023,Euro6,18ίντσες,Ζυγό,,4x4(4WD),6,4,5,9ώρεςπριν,764,www.car.gr/333229521,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
Smart,ForTwo,2012,Smart ForTwo '12  coupé 0.8 cdi pure,SmartForTwocoupé0.8cdipuresoftouch'12,332875774,7.300€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2012,103.010χλμ,Πετρέλαιο,799cc,55bhp,Αυτόματο,Ασπρο,Μαύρο,Ύφασμα,5/2023,Euro5,15ίντσες,Μονό,,Πισωκίνητο(RWD),2,3,2,9ώρεςπριν,426,www.car.gr/332875774,2105121505,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,
Toyota,Hilux,2011,Toyota Hilux,ToyotaHilux'11,332713516,21.500€,Μεταχειρισμένο,Αγροτικό/Pickup,12/2011,270.000χλμ,Πετρέλαιο,2.494cc,171bhp,Χειροκίνητο,Ασημί,Μαύρο,Δέρμα-ύφασμα,,,15ίντσες,Μονό,,4x4(4WD),4,5,5,9ώρεςπριν,2081,www.car.gr/332713516,2105121505,"['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι']","8,50(Εντός)/7,50(Εκτός)/8(Μικτό)λ/100χλμ",,105€,,,,,,,,
Lexus,CT200h,2011,Lexus CT 200h,LexusCT200h'11,334273153,16.100€,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2011,247.000χλμ,Υβριδικόβενζίνη,1.800cc,136bhp,Αυτόματο,Ασπρο(Μεταλλικό),,Alcantara,,,,Μονό,,,,5,5,2ημέρεςπριν,448,www.car.gr/334273153,6975900132,[],,,,,,,,,,,
Volkswagen,Passat,2009,Volkswagen Passat,VolkswagenPassat'09,320661522,8.800€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2009,178.759χλμ,Βενζίνη,1.400cc,127bhp,Χειροκίνητο,Μαύρο,,,,,18ίντσες,Ζυγό,,Προσθιοκίνητο(FWD),8,5,5,10ώρεςπριν,10238,www.car.gr/320661522,6948494378,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Esp', 'Hill assist', 'Immobilizer', 'Navigation - gps', 'Turbo', 'Usb', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υπολογιστής ταξιδιού']",,,255€,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
