brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Επένδυσησαλονιού,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Χρώμαεσωτερικού,Μέγεθοςζάντας,Τέληκυκλοφορίας,Κίνηση,Χρηματοδότηση,Ρύποι(co2),Κλάσηρύπων,Σύνολοκατόχων,Αερόσακοι,Κτέομέχρι,Παράδοσηστοσπίτι,Κατανάλωση
Peugeot,Partner,2018,Peugeot Partner '18 BlueHDi 3ΘΕΣΙΟ,PeugeotPartnerBlueHDi3ΘΕΣΙΟ'18,332182917,9.800€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,11/2018,123.500χλμ,Πετρέλαιο,1.600cc,90bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Ύφασμα,Άγνωστο,5,3,6ώρεςπριν,1254,www.car.gr/332182917,"6947972820,6947972820","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Συρόμενη πόρτα αριστερά', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",Μαύρο,14ίντσες,80€,,,,Euro6d,1,4,1/2025,Ναι,
Peugeot,Boxer,2017,Peugeot Boxer '17  Van L2H2 335 2.0 BlueHDi,PeugeotBoxerVanL2H23352.0BlueHDiComfort'17,327468567,18.000€Χωρίςφπα,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,3/2017,86.900χλμ,Πετρέλαιο,2.000cc,130bhp,Χειροκίνητο,Ασπρο,,Ζυγό,5,3,9ώρεςπριν,614,www.car.gr/327468567,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Immobilizer', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Συρόμενη πόρτα δεξιά', 'Τιμή χωρίς φπα', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,Euro6,1,,2/2024,,
Renault,Kadjar,2016,Renault Kadjar '16  Energy dCi Auto 110HP,RenaultKadjarEnergydCiAuto110HPECO2'16,327660437,18.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2016,109.606χλμ,Πετρέλαιο,1.461cc,110bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),,Χωρίς,5,5,9ώρεςπριν,1140,www.car.gr/327660437,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,17ίντσες,,Προσθιοκίνητο(FWD),,,Euro6,1,8,,,
Audi,A6,2007,Audi A6,AudiA6'07,333928223,10.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2007,103.000χλμ,Βενζίνη,2.400cc,180bhp,Αυτόματο,Μπλεσκούρο,Δέρμα,Ζυγό,5,5,3ημέρεςπριν,41,www.car.gr/333928223,6948175245,['Ελληνικής αντιπροσωπείας'],,19ίντσες,,,,,,2,10,5/2025,,"10(Εντός)/8,50(Εκτός)/9(Μικτό)λ/100χλμ"
Hyundai,i10,2015,Hyundai i 10 '15  1.2,Hyundaii101.2Style'15,330230909,9.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2015,80.489χλμ,Βενζίνη,1.248cc,87bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Χωρίς,5,5,9ώρεςπριν,1038,www.car.gr/330230909,"2351045221,2351045224,6976121581","['Abs', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,Euro6,1,,,,
Citroen,C3,2016,Citroen C3 '16   ΑΨΟΓΟ EURO6 AUTOMATIC,CitroenC3ΑΨΟΓΟEURO6AUTOMATICF1'16,333757787,11.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2016,122.800χλμ,Βενζίνη,1.200cc,99bhp,Αυτόματο,Ασημί,Δέρμα-ύφασμα,Άγνωστο,5,5,6ώρεςπριν,233,www.car.gr/333757787,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led']",Δίχρωμο,16ίντσες,,Προσθιοκίνητο(FWD),,,Euro6d,1,6,1/2025,Ναι,
Fiat,500S,2015,Fiat 500S '15 Sport!105hp!Γραμμάτια μεταξύ,Fiat500SSport!105hp!Γραμμάτιαμεταξύμας!'15,333648118,11.995€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2015,94.600χλμ,Βενζίνη,875cc,105bhp,Χειροκίνητο,Μπλέ,Δέρμα-ύφασμα,Άγνωστο,3,4,3ημέρεςπριν,144,www.car.gr/333648118,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,16ίντσες,90€,,,99g/km,Euro6,,,,,
Volvo,V40,2017,Volvo V40 '17 Zάντες!Cruise!5D!Αuto!Με,VolvoV40Zάντες!Cruise!5D!Αuto!ΜεΓραμμάτια'17,328277237,16.198€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2017,151.300χλμ,Βενζίνη,1.500cc,152bhp,Αυτόματο,Γκρι,,Άγνωστο,5,5,3ημέρεςπριν,1346,www.car.gr/328277237,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,Προσθιοκίνητο(FWD),,,,,,,,
Nissan,Navara,2017,Nissan Navara '17 TEKNA 4x4 2.3,NissanNavaraTEKNA4x42.3AUTOMATIC'17,332889719,27.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2017,169.400χλμ,Πετρέλαιο,2.298cc,190bhp,Αυτόματο,Ασπρο(Μεταλλικό),Δέρμα,Άγνωστο,4,5,6ώρεςπριν,1040,www.car.gr/332889719,"6947972820,6947972820","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",Μαύρο,17ίντσες,105€,,,,Euro6d,1,8,1/2025,Ναι,
Dacia,Sandero,2020,Dacia Sandero '20 900cc-90hp!stepway!Με,DaciaSandero900cc-90hp!stepway!Μεγραμμάτια!'20,334093300,14.498€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2020,59.092χλμ,Βενζίνη,900cc,90bhp,Χειροκίνητο,Ασπρο,Ύφασμα,Άγνωστο,5,5,3ημέρεςπριν,91,www.car.gr/334093300,"2310705705,6945851831","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,Προσθιοκίνητο(FWD),,,Euro6,,,,,
Mercedes-Benz,E300,2020,Mercedes-Benz E 300 '20 Hybrid plug in diesel! Full extra!Με,Mercedes-BenzE300Hybridplugindiesel!Fullextra!ΜεΓραμμάτια'20,330590729,63.895€,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2020,152.000χλμ,Υβριδικόplug-inπετρέλαιο,1.950cc,193bhp,Αυτόματο,Μαύρο,Δέρμα-ύφασμα,Ζυγό,4,5,3ημέρεςπριν,1003,www.car.gr/330590729,"2310705705,6945851831","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Head-up display', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,18ίντσες,,,,,,,,,,
Nissan,Navara,2017,Nissan Navara '17 D23 TREK-1 EDITION,NissanNavaraD23TREK-1EDITIONΣΥΛΛΕΚΤΙΚΟ.'17,332902005,28.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,11/2017,122.800χλμ,Πετρέλαιο,2.300cc,190bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δέρμα,Άγνωστο,4,5,6ώρεςπριν,1371,www.car.gr/332902005,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Μαύρο,17ίντσες,105€,4x4(4WD),,,Euro6d,1,8,1/2025,Ναι,
Bmw,X5,2008,Bmw X5 '08 si!3.0!Ηλιοροφή!Mε,BmwX5si!3.0!Ηλιοροφή!MεΓραμμάτια'08,331905555,18.695€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2008,186.513χλμ,Βενζίνη,3.000cc,270bhp,Αυτόματο,Μαύρο,Δέρμα,Μονό,5,5,3ημέρεςπριν,1490,www.car.gr/331905555,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,20ίντσες,,,,,,,,6/2024,,
Seat,Arona,2020,Seat Arona '20 φυσικό αέριο 999cc 90hp!Mε,SeatAronaφυσικόαέριο999cc90hp!MεΓραμμάτια'20,333975236,17.398€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,2/2020,35.980χλμ,Φυσικόαέριο(cng)-βενζίνη,999cc,90bhp,Χειροκίνητο,Κόκκινοσκούρο,Δέρμα-ύφασμα,Ζυγό,5,5,3ημέρεςπριν,246,www.car.gr/333975236,"2310705705,6945851831","['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,16ίντσες,88€,,,98g/km,,,,,,
Mercedes-Benz,Sprinter,2017,Mercedes-Benz Sprinter '17 EURO 6 ΕΡΑΣΙΤΕΧΝΙΚΟ,Mercedes-BenzSprinterEURO6ΕΡΑΣΙΤΕΧΝΙΚΟΔΙΠΛΩΜΑ'17,330542903,22.000€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,7/2017,155.000χλμ,Πετρέλαιο,2.200cc,140bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Ύφασμα,Ζυγό,3,3,6ώρεςπριν,1602,www.car.gr/330542903,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων']",Δίχρωμο,16ίντσες,105€,,,,Euro6d,1,4,7/2025,,
Toyota,Hilux,2023,Toyota Hilux '23 2.8D DC 4X4 GR SPORT ULTIMATE EDITION 6A/T,ToyotaHilux2.8DDC4X4GRSPORTULTIMATEEDITION6A/T'23,334494539,42.259€Χωρίςφπα,,Αγροτικό/Pickup,9/2023Καινούριο,,Πετρέλαιο,2.755cc,204bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δέρμα-ύφασμα,Χωρίς,4,5,3ημέρεςπριν,199,www.car.gr/334494539,"2251031000,6979798207,6979798207","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Usb', 'Αγροτικό', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμή χωρίς φπα', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Γκρι,17ίντσες,105€,4x4(4WD),,248g/km,,,7,,,
Mercedes-Benz,SLK350,2005,Mercedes-Benz SLK 350 '05 CABRIO! LOOK AMG,Mercedes-BenzSLK350CABRIO!LOOKAMG350!ΔΟΣΕΙΣ'05,22630171,16.648€,Μεταχειρισμένο,Κάμπριο/Roadster,5/2005,149.900χλμ,Βενζίνη,3.498cc,272bhp,Αυτόματο,Μαύρο,Δέρμα,Ζυγό,2,2,3ημέρεςπριν,3048,www.car.gr/22630171,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Immobilizer', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,19ίντσες,,Πισωκίνητο(RWD),,,,,6,,,
Opel,Astra,2016,Opel Astra,OpelAstra'16,330727308,17.300€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2016,110.600χλμ,Πετρέλαιο,1.600cc,160bhp,Χειροκίνητο,Κόκκινο,,Μονό,5,5,7ώρεςπριν,2902,www.car.gr/330727308,"6942610383,6942610383","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",,18ίντσες,108€,,,,Euro6,,,1/2024,,
Peugeot,208,2013,Peugeot 208 '13  Turbo GT,Peugeot208TurboGT'13,330865633,11.000€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2013,94.300χλμ,Βενζίνη,1.600cc,156bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Δέρμα,Άγνωστο,3,5,6ώρεςπριν,2843,www.car.gr/330865633,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",Μαύρο,17ίντσες,,,,,Euro5,1,6,1/2025,Ναι,
Mercedes-Benz,A180,2016,Mercedes-Benz A 180 '16  d Urban,Mercedes-BenzA180dUrban7G-DCT'16,332927628,21.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2016,81.000χλμ,Πετρέλαιο,1.461cc,109bhp,Αυτόματο,Γκρι,,Μονό,5,5,2ημέρεςπριν,2812,www.car.gr/332927628,"6936773401,6981004860","['Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Κάμερα οπισθοπορείας', 'Μη καπνιστή', 'Οθόνη tft', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Volkswagen,Golf,2011,Volkswagen Golf '11,VolkswagenGolfTDI'11,334313349,10.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2011,145.000χλμ,Πετρέλαιο,1.600cc,150bhp,Χειροκίνητο,Μαύρο,Ύφασμα,Μονό,5,5,1ημέραπριν,1682,www.car.gr/334313349,6981893882,"['Abs', 'Bluetooth', 'Cruise control', 'Immobilizer', 'Turbo', 'Usb', 'Ατρακάριστο', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Φώτα που στρίβουν']",Μαύρο,16ίντσες,,,,,Euro5,1,,1/2024,,
Skoda,Citigo,2016,Skoda Citigo '16 CITIGOe iV,SkodaCitigoCITIGOeiVStyle'16,333721384,7.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,3/2016,85.700χλμ,Βενζίνη,999cc,60bhp,Χειροκίνητο,Ασπρο,,Άγνωστο,3,5,10λεπτάπριν,350,www.car.gr/333721384,2102795534,"['{Abs', '{Bucket καθίσματα', '{Cd player', '{Esp', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ηλεκτρικά παράθυρα', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Ράδιοκασετ\\u002Fνο', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",,,,,,,Euro6,,,5/2025,,"4,60(Εντός)/3,90(Εκτός)/4,20(Μικτό)λ/100χλμ"
