brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Χρηματοδότηση,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Ρύποι(co2),Μέγεθοςζάντας,Κλάσηρύπων,Τέληκυκλοφορίας,Πινακίδα,Σύνολοκατόχων,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κατανάλωση,Κίνηση,Παράδοσηστοσπίτι
Ford,Ranger,2021,Ford Ranger '21 B-tourbo,FordRangerB-tourbo'21,331612156,37.000€Χωρίςφπα,,Μεταχειρισμένο,Αγροτικό/Pickup,2/2021,12.500χλμ,Πετρέλαιο,2.000cc,213bhp,Αυτόματο,Πορτοκαλί(Μεταλλικό),Μαύρο,Δέρμα,,,18ίντσες,Euro6d,105€,Άγνωστο,1,6,4,5,2ημέρεςπριν,1258,www.car.gr/331612156,6942927488,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hardtop', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αγροτικό', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμή χωρίς φπα', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",10(Εντός)/10(Εκτός)/10(Μικτό)λ/100χλμ,4x4(4WD),
Nissan,Qashqai,2018,Nissan Qashqai '18 ΕΛΛΗΝΙΚΟ ΑΥΤΟΜΑΤΟ ΠΑΝΟΡΑΜΑ ΠΛΟΥΣΙΑ,NissanQashqaiΕΛΛΗΝΙΚΟΑΥΤΟΜΑΤΟΠΑΝΟΡΑΜΑΠΛΟΥΣΙΑΕΚΔΟΣΗ'18,334431060,21.800€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2018,110.000χλμ,Πετρέλαιο,1.598cc,136bhp,Αυτόματο,Μαύρο(Μεταλλικό),,,,,18ίντσες,Euro6,,Ζυγό,,8,5,5,6ώρεςπριν,481,www.car.gr/334431060,6934132045,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,,
Ford,Ka,2013,Ford Ka '13 TITANIUM 1.242cc,FordKaTITANIUM1.242cc70HP'13,333795866,7.690€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2013,93.712χλμ,Βενζίνη,1.242cc,70bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,7/2024,115g/km,15ίντσες,,112€,Μονό,1,2,3,4,5λεπτάπριν,13,www.car.gr/333795866,"2106634900,6974350500","['Abs', 'Cd player', 'Eco start\\u002Fstop', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,Προσθιοκίνητο(FWD),
Ford,Fiesta,2014,Ford Fiesta '14 AUTOMATIC TITANIUM 5 ΘΥΡΩΝ 101 HP ECO,FordFiestaAUTOMATICTITANIUM5ΘΥΡΩΝ101HPECOBOOST'14,333003654,11.890€,"316,62€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2014,83.830χλμ,Βενζίνη,1.000cc,101bhp,Αυτόματο,Ασπρο,Μαύρο,Ύφασμα,6/2024,114g/km,15ίντσες,,111€,Μονό,1,5,5,5,5λεπτάπριν,18,www.car.gr/333003654,"2106634900,6974350500","['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,
Hyundai,i10,2013,Hyundai i 10 '13  1.1 Star Edition 70,Hyundaii101.1StarEdition70HP'13,332767429,7.790€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2013,100.000χλμ,Βενζίνη,1.086cc,70bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,8/2024,110g/km,14ίντσες,Euro5,107€,Μονό,1,4,5,5,5λεπτάπριν,23,www.car.gr/332767429,"2106634900,6974350500","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Υδραυλικό τιμόνι']",,,Ναι
AlfaRomeo,Giulietta,2013,Alfa Romeo Giulietta '13,AlfaRomeoGiuliettaΕΥΚΑΙΡΙΑ!!!'13,331831618,9.700€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,12/2013,194.000χλμ,Πετρέλαιο,1.600cc,120bhp,Χειροκίνητο,Ασπρο,,Ύφασμα,,,18ίντσες,,,Ζυγό,1,,5,5,21ώρεςπριν,612,www.car.gr/331831618,6970387374,"['Bluetooth', 'Bucket καθίσματα', 'Dvd', 'Eco start\\u002Fstop', 'Immobilizer', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Φώτα led']",,,
Fiat,500,2014,Fiat 500 '14 LOUNCE 1.250cc EURO 6 ΗΛΕΚΤΡΙΚΗ HΛΙΟΡΟΦΗ,Fiat500LOUNCE1.250ccEURO6ΗΛΕΚΤΡΙΚΗHΛΙΟΡΟΦΗ'14,331716371,10.290€,"204,40€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2014,57.158χλμ,Βενζίνη,1.242cc,70bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Κόκκινο,Ύφασμα,3/2025,119g/km,15ίντσες,Euro6,116€,Μονό,1,6,3,5,5λεπτάπριν,14,www.car.gr/331716371,"2106634900,6974350500","['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,
Toyota,Celica,1984,Toyota Celica '84 GT TWIΝ CAM 16V 125PS A/C 17J,ToyotaCelicaGTTWIΝCAM16V125PSA/C17J'84,5184066,Ρώτησετιμή,,Μεταχειρισμένο,Κουπέ-Σπόρ,9/1984,75.451χλμ,Βενζίνη,1.600cc,125bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Δίχρωμο,Ύφασμα,5/2016,225g/km,17ίντσες,Euro1,,Μονό,1,,2,4,1ώραπριν,26148,www.car.gr/5184066,6947791482,"['Bucket καθίσματα', 'Cd player', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός']","6,61(Εντός)/8,91(Εκτός)/5,31(Μικτό)λ/100χλμ",Πισωκίνητο(RWD),
Ford,Cortina,1978,Ford Cortina '78 1300cc ORIGINAL 80139KM,FordCortina1300ccORIGINAL80139KM1XEΡΙ'78,5181178,Ρώτησετιμή,,Μεταχειρισμένο,Λιμουζίνα/Sedan,12/1978,80.139χλμ,Βενζίνη,1.300cc,73bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Μαύρο,Ύφασμα,10/2017,235g/km,15ίντσες,Euro1,,Ζυγό,1,,4,5,1ώραπριν,22814,www.car.gr/5181178,6947791482,"['Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο']","5,61(Εντός)/7,81(Εκτός)/5,04(Μικτό)λ/100χλμ",Πισωκίνητο(RWD),
Fiat,500,2015,Fiat 500 '15 LOUNCE 1.250cc EURO 6 ΟΡΟΦΗ,Fiat500LOUNCE1.250ccEURO6ΟΡΟΦΗ'15,331331782,9.890€,"196,45€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2015,87.406χλμ,Βενζίνη,1.242cc,70bhp,Χειροκίνητο,Κόκκινο,Ασπρο,Δέρμα-ύφασμα,2/2025,119g/km,15ίντσες,Euro6,116€,Ζυγό,1,6,3,5,6λεπτάπριν,9,www.car.gr/331331782,"2106634900,6974350500","['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,
Bmw,518,1982,Bmw 518 '82 1800cc E28 ORIGINAL 75000KM,Bmw5181800ccE28ORIGINAL75000KM'82,5170564,6.000€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,2/1982,63.318χλμ,Βενζίνη,1.800cc,90bhp,Χειροκίνητο,Ασπρο,,,10/2017,282g/km,14ίντσες,Euro1,,Ζυγό,1,,4,5,1ώραπριν,16629,www.car.gr/5170564,6947791482,"['Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικοί καθρέφτες', 'Κοτσαδόρος', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι']","10,01(Εντός)/12,01(Εκτός)/8,01(Μικτό)λ/100χλμ",Πισωκίνητο(RWD),
Mitsubishi,Galant,1995,Mitsubishi Galant '95 V6 24VALVE ESP ABS KLIMA,MitsubishiGalantV624VALVEESPABSKLIMACDMp3'95,9715901,2.500€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/1995,107.931χλμ,Βενζίνη,1.998cc,150bhp,Χειροκίνητο,Πράσινοσκούρο(Μεταλλικό),Δίχρωμο,Δέρμα,2/2019,3g/km,15ίντσες,Euro3,,Ζυγό,1,,4,5,1ώραπριν,3649,www.car.gr/9715901,6947791482,"['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']","8,41(Εντός)/10,01(Εκτός)/6,61(Μικτό)λ/100χλμ",Προσθιοκίνητο(FWD),
Saab,9-5,2003,Saab 9-5 '03 TURBO AERO AUTOMATIC300PS,Saab9-5TURBOAEROAUTOMATIC300PSNAVI'03,8249344,5.000€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2003,114.000χλμ,Βενζίνη,2.290cc,300bhp,Αυτόματο,Ασημί(Μεταλλικό),Γκρι,Δέρμα,5/2018,214g/km,17ίντσες,Euro3,,Ζυγό,2,8,4,5,1ώραπριν,12752,www.car.gr/8249344,6947791482,"['Abs', 'Cd player', 'Cruise control', 'Dvd', 'Esp', 'Immobilizer', 'Navigation - gps', 'Turbo', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']","9,01(Εντός)/12,91(Εκτός)/6,71(Μικτό)λ/100χλμ",Προσθιοκίνητο(FWD),
Mercedes-Benz,200,1990,Mercedes-Benz 200 '90 ΜΟΝΟ ΓΙΑ ΑΝΤΑΛΛΑΚΤΙΚΑ,Mercedes-Benz200ΜΟΝΟΓΙΑΑΝΤΑΛΛΑΚΤΙΚΑ'90,6845264,1.800€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/1990,155.000χλμ,Βενζίνη,1.998cc,118bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),Άλλο,Ύφασμα,2/2019,165g/km,15ίντσες,Euro2,,Ζυγό,1,,4,5,1ώραπριν,3547,www.car.gr/6845264,6947791482,"['Abs', 'Immobilizer', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι']","9,01(Εντός)/10,01(Εκτός)/7,01(Μικτό)λ/100χλμ",Πισωκίνητο(RWD),
Hyundai,i20,2014,Hyundai i 20 '14 CLASSIC FACE-LIFT,Hyundaii20CLASSICFACE-LIFTEURO-5Β'14,333422376,10.890€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2014,82.761χλμ,Βενζίνη,1.248cc,85bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,2/2024,114g/km,15ίντσες,,111€,Μονό,1,10,5,5,6λεπτάπριν,29,www.car.gr/333422376,"2106634900,6974350500","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Προσθιοκίνητο(FWD),
Mercedes-Benz,CE220,1973,Mercedes-Benz CE 220 '73 W115 COUPE Y/T ORIG.107534KM,Mercedes-BenzCE220W115COUPEY/TORIG.107534KM'73,5214544,25.000€,,Μεταχειρισμένο,Κουπέ-Σπόρ,1/1973,107.534χλμ,Βενζίνη,2.351cc,150bhp,Χειροκίνητο,Πράσινο(Μεταλλικό),Δίχρωμο,Δερματίνη,6/2017,265g/km,15ίντσες,Euro1,,Μονό,1,,2,5,1ώραπριν,13610,www.car.gr/5214544,6947791482,"['Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κοτσαδόρος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι']","9,81(Εντός)/10,21(Εκτός)/7,41(Μικτό)λ/100χλμ",Πισωκίνητο(RWD),
Mercedes-Benz,C180,2016,"Mercedes-Benz C 180 '16 AMG ΠΑΚΕΤΟ , ΠΑΝΟΡΑΜΙΚΗ ΘΕΑ","Mercedes-BenzC180AMGΠΑΚΕΤΟ,ΠΑΝΟΡΑΜΙΚΗΘΕΑ,DIESEL'16",330557242,25.000€Ξένανούμερα,,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2016,114.000χλμ,Πετρέλαιο,1.598cc,116bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Δερματίνη,10/2023,106g/km,18ίντσες,Euro6,,Άγνωστο,,,5,5,5ώρεςπριν,6780,www.car.gr/330557242,6970384295,"['Taxfree -ξένα νούμερα', 'Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οροφή πανοραμική', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']","6,50(Εντός)/4,50(Εκτός)/5(Μικτό)λ/100χλμ",,
Opel,Insignia,2012,Opel Insignia '12,OpelInsigniacosmos'12,330239250,11.800€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,8/2012,75.500χλμ,Βενζίνη,1.600cc,180bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Δέρμα,10/2024,,18ίντσες,Euro5,401€,Μονό,2,,5,5,2ημέρεςπριν,2526,www.car.gr/330239250,"6979759523,6942888085","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon', 'Φώτα που στρίβουν']","7,30(Εντός)/6,20(Εκτός)/6,80(Μικτό)λ/100χλμ",,
Opel,Astra,2020,Opel Astra '20 DIESEL AUTO ΕLEGANCE FACELIFT FULL EXTRA,OpelAstraDIESELAUTOΕLEGANCEFACELIFTFULLEXTRA'20,332263595,23.500€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2020,50.600χλμ,Πετρέλαιο,1.500cc,122bhp,Αυτόματο,Γκρι(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,8/2023,132g/km,16ίντσες,Euro6d-temp,130€,Άγνωστο,1,10,5,5,31λεπτάπριν,908,www.car.gr/332263595,6944321834,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']","6(Εντός)/4,50(Εκτός)/5(Μικτό)λ/100χλμ",Προσθιοκίνητο(FWD),
Renault,Clio,2020,Renault Clio '20 ΕΛΛΗΝΙΚΟ-5 ΕΤΗ,RenaultClioΕΛΛΗΝΙΚΟ-5ΕΤΗΕΓΓΥΗΣΗ-DYNAMIC'20,331138418,16.980€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2020,33.000χλμ,Βενζίνη,999cc,100bhp,Χειροκίνητο,Μπορντό(Μεταλλικό),Γκρι,Δέρμα-ύφασμα,,,16ίντσες,,,Ζυγό,1,,5,5,22λεπτάπριν,3150,www.car.gr/331138418,6944884058,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,
Toyota,Yaris,2014,Toyota Yaris '14  1.4 D-4D,ToyotaYaris1.4D-4DLife'14,329648626,10.500€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2014,130.000χλμ,Πετρέλαιο,1.364cc,90bhp,Χειροκίνητο,Ασπρο,Μαύρο,,,,14ίντσες,,,Άγνωστο,,,5,5,1ώραπριν,34,www.car.gr/329648626,"6951445700,6951445700","['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή']",,,
