brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Πινακίδα,Κίνηση,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Χρηματοδότηση,Κλάσηρύπων,Μέγεθοςζάντας,Ρύποι(co2),Τέληκυκλοφορίας,Σύνολοκατόχων,Kilowatt,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Κατανάλωση,Τιμήπολύτεκνου
Nissan,Juke,2017,Nissan Juke '17 1.2 Ν-CONNECTA,NissanJuke1.2Ν-CONNECTAEURO6'17,334475711,15.800€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2017,78.100χλμ,Βενζίνη,1.197cc,116bhp,Χειροκίνητο,Μπορντό(Μεταλλικό),Μαύρο,Ύφασμα,,Άγνωστο,Προσθιοκίνητο(FWD),6,5,5,1ημέραπριν,33,www.car.gr/334475711,"2821099151,2821099138","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6,17ίντσες,128g/km,153€,1,,,,,,"4,90(Εκτός)/5,70(Μικτό)λ/100χλμ",
Mercedes-Benz,C180,2003,Mercedes-Benz C 180 '03 Avantgarde Automatic,Mercedes-BenzC180AvantgardeAutomaticCompressor'03,334462540,4.600€,Μεταχειρισμένο,Λιμουζίνα/Sedan,8/2003,285.000χλμ,Βενζίνη,1.800cc,163bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),Γκρι,Ύφασμα,6/2024,Ζυγό,,6,5,5,1ημέραπριν,327,www.car.gr/334462540,6975905760,"['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Parktronic', 'Tcs - asr', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,16ίντσες,,280€,,,,,,,"9,60(Εντός)/6,20(Εκτός)/7,80(Μικτό)λ/100χλμ",
Bmw,116,2016,Bmw 116 '16 Κατόπιν,Bmw116ΚατόπινΡαντεβού!'16,333682736,15.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2016,105.000χλμ,Πετρέλαιο,1.500cc,116bhp,Χειροκίνητο,Μαύρο,,,,Άγνωστο,,,5,5,1ημέραπριν,177,www.car.gr/333682736,"2104971111,6947250080","['Abs', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']","218,89€/μήνα",,,,,,,,,,,,
Maserati,Ghibli,2018,Maserati Ghibli '18,MaseratiGhibliDiesel'18,333279653,59.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,7/2018,62.500χλμ,Πετρέλαιο,2.990cc,275bhp,Αυτόματο,Ασπρο,Καφέ,Δέρμα,9/2025,Ζυγό,Πισωκίνητο(RWD),6,4,5,1ημέραπριν,3324,www.car.gr/333279653,6973735000,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,Euro6d,18ίντσες,156g/km,192€,1,,,,,,"8(Εντός)/7(Εκτός)/7,50(Μικτό)λ/100χλμ",
Audi,A3,2012,Audi A3,AudiA3'12,334457829,17.000€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2012,68.000χλμ,Βενζίνη,1.800cc,160bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,2/2025,Άγνωστο,,,3,5,4ώρεςπριν,483,www.car.gr/334457829,6989678922,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα']",,,18ίντσες,,,2,,,,,,"6,50(Εντός)/8,50(Εκτός)/λ/100χλμ",
Ford,Fiesta,2015,Ford Fiesta '15  1.0 EcoBoost Start/Stopp,FordFiesta1.0EcoBoostStart/StoppTitanium'15,327837685,12.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2015,74.100χλμ,Βενζίνη,998cc,125bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,10/2024,Χωρίς,,6,5,5,3ημέρεςπριν,484,www.car.gr/327837685,"2741073303,2741073305","['Abs', 'Bluetooth', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,Euro6,16ίντσες,99g/km,89€,1,,,,,,"5,50(Εντός)/3,70(Εκτός)/4,30(Μικτό)λ/100χλμ",
Suzuki,Baleno,2017,Suzuki Baleno,SuzukiBaleno'17,318784381,14.150€,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2017,38.657χλμ,Βενζίνη,1.242cc,90bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Γκρι,Ύφασμα,11/2023,Ζυγό,,6,5,5,3ημέρεςπριν,1059,www.car.gr/318784381,"2741073303,2741073305","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Tcs - asr', 'Usb', 'Αισθητήρας βροχής', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,Euro6,16ίντσες,112g/km,90€,1,,,,,,"6(Εντός)/4,50(Εκτός)/5,50(Μικτό)λ/100χλμ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C3Aircross,2021,Citroen C3 Aircross '21 1.2 110HP SHINE GRIP,CitroenC3Aircross1.2110HPSHINEGRIPCONTROL'21,333085382,19.200€,Μεταχειρισμένο,Αλλο,8/2021,33.639χλμ,Βενζίνη,1.199cc,110bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,8/2025,Ζυγό,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,684,www.car.gr/333085382,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6d,17ίντσες,136g/km,,,,,,,,,
Citroen,Xsara,2001,Citroen Xsara '01 1.6,CitroenXsara1.6110HP'01,332911828,1.500€,Μεταχειρισμένο,Αλλο,7/2001,341.662χλμ,Βενζίνη,1.587cc,110bhp,Χειροκίνητο,Ασημί,Μαύρο,Ύφασμα,7/2023,Μονό,Προσθιοκίνητο(FWD),4,5,5,9ώρεςπριν,1180,www.car.gr/332911828,2105121505,"['Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,,
Opel,Corsa,2011,Opel Corsa '11 #Ecoflex#1.3,OpelCorsa#Ecoflex#1.3multijet#'11,333368036,5.999€,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2011,130.000χλμ,Πετρέλαιο,1.248cc,95bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),,,,Άγνωστο,,,3,5,3ώρεςπριν,3378,www.car.gr/333368036,"6994716403,6947274882","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Ατρακάριστο', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']","100,02€/μήνα",,,,,,,,,,,,
Renault,Clio,2018,Renault Clio '18 1.5 Dci 90 DYNAMIC NAVI DIESEL,RenaultClio1.5Dci90DYNAMICNAVIDIESEL'18,331099254,13.500€,Μεταχειρισμένο,Αλλο,7/2018,129.381χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,8/2023,Άγνωστο,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,363,www.car.gr/331099254,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6,16ίντσες,,,,,,,,,,
AlfaRomeo,Mito,2011,Alfa Romeo Mito '11 #1.3 JTD#QUADRIFOGLIO,AlfaRomeoMito#1.3JTD#QUADRIFOGLIOVERDE#'11,333167926,7.300€,Μεταχειρισμένο,Κουπέ-Σπόρ,6/2011,125.000χλμ,Πετρέλαιο,1.248cc,95bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),,,,Άγνωστο,,,3,5,3ώρεςπριν,2510,www.car.gr/333167926,"6994716403,6947274882","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,17ίντσες,,,,,,,,,,
DS,DS7,2019,DS DS7 '19 1.5 130HP EAT8 SO,DSDS71.5130HPEAT8SOCHIC'19,330290164,32.900€,Μεταχειρισμένο,Αλλο,9/2019,84.671χλμ,Πετρέλαιο,1.499cc,130bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δίχρωμο,Ύφασμα,9/2023,Ζυγό,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,4563,www.car.gr/330290164,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6d,18ίντσες,,,,,,,,,,
Hyundai,Getz,2007,Hyundai Getz '07 1.0,HyundaiGetz1.066ΗP'07,334376967,4.300€,Μεταχειρισμένο,Αλλο,10/2007,202.628χλμ,Βενζίνη,1.086cc,66bhp,Χειροκίνητο,Γαλάζιο,Μαύρο,Ύφασμα,9/2023,Ζυγό,Προσθιοκίνητο(FWD),4,5,5,9ώρεςπριν,96,www.car.gr/334376967,2105121505,"['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,,
Citroen,C3,2018,Citroen C3 '18 1.6 100HP FEEL BITON DIESEL,CitroenC31.6100HPFEELBITONDIESELNAVI'18,334309103,13.900€,Μεταχειρισμένο,Αλλο,5/2018,87.396χλμ,Πετρέλαιο,1.560cc,100bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,4/2024,Ζυγό,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,37,www.car.gr/334309103,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skoda,Fabia,2015,Skoda Fabia '15 1.2 TSI EURO,SkodaFabia1.2TSIEURO6B'15,329458379,9.490€,Μεταχειρισμένο,Κόμπι/Kάραβαν,9/2015,143.000χλμ,Βενζίνη,1.197cc,90bhp,Χειροκίνητο,Ασπρο,,,,Ζυγό,,,5,5,11ώρεςπριν,36,www.car.gr/329458379,"2111828505,6951556038","['Abs', 'Bluetooth', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,Euro6,,107g/km,103€,,,,,,,,
Fiat,PuntoEvo,2011,Fiat Punto Evo '11 #1.3,FiatPuntoEvo#1.3MTJ#'11,332248879,7.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2011,130.000χλμ,Πετρέλαιο,1.248cc,85bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,,,Άγνωστο,,,5,5,3ώρεςπριν,1245,www.car.gr/332248879,"6994716403,6947274882","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,,,,,,,,,,,
Citroen,C4Cactus,2014,Citroen C4 Cactus '14 1.6 100HP ETG SHINE 1ο,CitroenC4Cactus1.6100HPETGSHINE1οΧΕΡΙ!!!'14,333648270,11.900€,Μεταχειρισμένο,Αλλο,9/2014,172.651χλμ,Πετρέλαιο,1.560cc,100bhp,Αυτόματο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,8/2023,Ζυγό,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,543,www.car.gr/333648270,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,17ίντσες,,,1,,,,,,,
Citroen,AMI8,2023,Citroen AMI 8 '23 MY AMI ORANGE,CitroenAMI8MYAMIORANGE'23,333825670,8.200€,,Αλλο,2/2023Καινούριο,10χλμ,Ηλεκτρικό,,8bhp,Αυτόματο,Μπλέ,Μαύρο,,2/2027,Μονό,Προσθιοκίνητο(FWD),,2,2,9ώρεςπριν,659,www.car.gr/333825670,2105121505,"['Immobilizer', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Μη καπνιστή', 'Οροφή πανοραμική', 'Πιστωτική κάρτα δεκτή', 'Φώτα led']",,,,,,,6kw,75χλμ,3ώρες,2ώρες,5kwh,,
LandRover,RangeRoverEvoque,2016,Land Rover Range Rover Evoque,LandRoverRangeRoverEvoque'16,322133733,34.999€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,12/2016,148.800χλμ,Πετρέλαιο,2.000cc,150bhp,Αυτόματο,Ασπρο(Μεταλλικό),,,4/2023,Ζυγό,4x4(4WD),,5,5,3ώρεςπριν,14610,www.car.gr/322133733,"6994716403,6947274882","['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6,19ίντσες,134g/km,,2,,,,,,,
Citroen,C5Aircross,2022,Citroen C5 Aircross '22  FL 1.5 BHDI 130 EAT8 Launch Edition,CitroenC5AircrossFL1.5BHDI130EAT8LaunchEdition2'22,332711944,37.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2022,4.782χλμ,Πετρέλαιο,1.499cc,130bhp,Αυτόματο,Ασημί(Μεταλλικό),Μαύρο,Alcantara,10/2026,Ζυγό,Προσθιοκίνητο(FWD),6,5,5,9ώρεςπριν,1103,www.car.gr/332711944,2105121505,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,Euro6d,18ίντσες,145g/km,,1,,,,,,"6(Εντός)/5(Εκτός)/5,50(Μικτό)λ/100χλμ",
Peugeot,Traveller,2018,Peugeot Traveller '18 1.6 115HP 9S,PeugeotTraveller1.6115HP9SXL'18,326889277,40.000€,Μεταχειρισμένο,Van/MiniBus,5/2018,75.990χλμ,Πετρέλαιο,1.560cc,115bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,5/2022,Μονό,Προσθιοκίνητο(FWD),,5,9,9ώρεςπριν,3398,www.car.gr/326889277,2105121505,"['Abs', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Καθίσματα 7 +', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,,,
